tahun,kecamatan,kelurahan_desa,kec_lower,kec_kel,lat,long,jumlah_stunting_beresiko,jumlah_stunting_tidak_beresiko,jumlah_sasaran_keluarga,jarak_anak_t1,jarak_anak_t2,jarak_anak_t3,jarak_anak_t4,memiliki_anak_baduta,memiliki_anak_balita,memiliki_anak_pus,memiliki_anak_pus_hamil,air_minum,jamban,asi_eks_jan,asi_eks_feb,asi_eks_mar,asi_eks_apr,asi_eks_may,asi_eks_jun,asi_eks_july,asi_eks_aug,asi_eks_sept,asi_eks_oct,asi_eks_nov,asi_eks_dec,jumlah_puskesmas_asi_eks,jumlah_posyandu,jumlah_posyandu_data_lansia,luas,prop_stunting_luas
2021,Selorejo,SELOREJO,selorejo,selorejoSELOREJO,-8.1387,112.4222,825,186,2322,11,142,11,62,61,130,649,16,388,45,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,407.50,2.024539877
2021,Kanigoro,KARANGSONO,kanigoro,kanigoroKARANGSONO,-8.1408,112.1989,499,629,2765,15,304,24,135,152,227,1118,38,19,78,53,60,62,60,62,63,59,54,45,47,45,44,1,6,4,304.18,1.640476034
2021,Kesamben,SIRAMAN,kesamben,kesambenSIRAMAN,-8.1422,112.3361,686,805,2941,10,404,9,146,169,333,1475,59,73,175,6,4,0,0,0,0,0,0,0,0,0,0,1,4,1,"4,973.10",0.1379421287
2021,Kanigoro,SATREYAN,kanigoro,kanigoroSATREYAN,-8.1425,112.2210,683,793,2929,16,389,26,170,182,340,1456,45,43,175,65,71,72,75,78,81,80,74,67,63,60,53,1,9,7,5.30,128.8679245
2021,Kesamben,PAGERGUNUNG,kesamben,kesambenPAGERGUNUNG,-8.1459,112.3758,358,431,2567,8,162,16,81,99,175,777,17,111,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,559.50,0.6398570152
2021,Kademangan,KADEMANGAN,kademangan,kademanganKADEMANGAN,-8.1479,112.1430,580,641,2777,14,255,13,150,126,244,1209,30,22,150,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,311.00,1.864951768
2021,Kademangan,REJOWINANGUN,kademangan,kademanganREJOWINANGUN,-8.1489,112.1537,199,293,2429,0,101,4,53,39,99,484,16,0,6,9,0,0,0,0,0,0,0,0,0,0,0,1,3,1,160.75,1.237947123
2021,Selopuro,TEGALREJO,selopuro,selopuroTEGALREJO,-8.1495,112.3152,4384,1677,3813,3,144,6,101,89,162,704,17,10,27,1,1,1,1,1,1,1,2,2,2,2,2,1,2,3,327.63,13.38094802
2021,Kesamben,SUKOANYAR,kesamben,kesambenSUKOANYAR,-8.1503,112.4017,88,123,2259,2,62,5,25,18,41,209,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,511.17,0.1721540779
2021,Selopuro,MANDESAN,selopuro,selopuroMANDESAN,-8.1514,112.2864,365,584,2720,1,144,2,112,88,167,744,29,69,260,7,0,0,0,0,0,3,3,3,3,3,3,1,5,4,398.00,0.9170854271
2021,Selorejo,POHGAJIH,selorejo,selorejoPOHGAJIH,-8.1527,112.4242,500,57,2193,2,78,7,49,41,79,363,10,113,176,2,1,1,0,0,0,0,3,3,3,3,4,1,2,4,350.10,1.428163382
2021,Sutojayan,JEGU,sutojayan,sutojayanJEGU,-8.1574,112.2300,447,657,2793,5,175,4,52,66,101,576,18,16,20,2,0,0,0,0,0,0,0,0,0,0,0,1,2,4,830.00,0.5385542169
2021,Selopuro,SELOPURO,selopuro,selopuroSELOPURO,-8.1579,112.3014,289,423,2559,12,459,16,174,221,312,1444,60,26,83,0,0,0,0,0,0,6,11,13,13,13,13,1,8,4,757.69,0.3814224815
2021,Kademangan,DARUNGAN,kademangan,kademanganDARUNGAN,-8.1585,112.1739,355,458,2594,6,148,12,68,83,136,806,28,26,101,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,268.20,1.323639075
2021,Kademangan,PLOSOREJO,kademangan,kademanganPLOSOREJO,-8.1592,112.1614,592,705,2841,4,246,18,130,164,243,1286,51,26,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,857.20,0.6906206253
2021,Kademangan,PLUMPUNGREJO,kademangan,kademanganPLUMPUNGREJO,-8.1595,112.1257,296,327,2463,0,116,13,75,82,120,616,24,12,92,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,409.38,0.723044604
2021,Kesamben,JUGO,kesamben,kesambenJUGO,-8.1634,112.3452,392,426,2562,1,154,3,94,69,149,813,22,107,21,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,914.00,0.4288840263
2021,Kademangan,SUMBERJO,kademangan,kademanganSUMBERJO,-8.1719,112.1106,330,348,2484,2,116,4,58,77,140,671,24,1,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"89,519.00",0.003686368257
2021,Kademangan,SUMBERJATI,kademangan,kademanganSUMBERJATI,-8.1725,112.1485,343,373,2509,4,133,8,80,78,157,709,24,1,113,7,0,0,0,0,0,0,0,0,0,0,0,1,5,3,519.58,0.6601485815
2021,Binangun,TAWANGREJO,binangun,binangunTAWANGREJO,-8.1749,112.3437,154,204,2340,2,70,3,58,45,79,353,5,18,32,0,0,0,0,0,0,0,0,1,5,9,9,1,3,2,222.19,0.6931004996
2021,Sutojayan,KEMBANGARUM,sutojayan,sutojayanKEMBANGARUM,-8.1775,112.1989,507,376,2512,1,86,2,36,32,69,325,9,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,543.00,0.9337016575
2021,Sutojayan,JINGGLONG,sutojayan,sutojayanJINGGLONG,-8.1779,112.2295,486,206,2342,7,279,20,94,112,217,992,33,8,126,5,3,0,0,0,0,0,0,0,0,0,0,1,3,2,442.00,1.099547511
2021,Binangun,KEDUNGWUNGU,binangun,binangunKEDUNGWUNGU,-8.1808,112.2979,383,381,2517,5,156,2,69,61,167,757,24,3,221,0,0,0,0,0,0,0,0,1,2,5,13,1,5,6,605.60,0.6324306473
2021,Binangun,NGEMBUL,binangun,binangunNGEMBUL,-8.1824,112.3328,320,502,2638,1,179,12,86,75,170,804,19,21,27,0,0,0,0,0,0,0,0,2,13,18,21,1,7,1,440.03,0.7272231439
2021,Kademangan,DAWUHAN,kademangan,kademanganDAWUHAN,-8.1840,112.1337,591,641,2777,9,256,26,110,134,274,1228,38,7,219,5,1,0,0,0,0,0,0,0,0,0,0,1,2,6,"1,431.37",0.4128911462
2021,Binangun,NGADRI,binangun,binangunNGADRI,-8.1861,112.3655,289,484,2620,6,151,6,83,95,160,764,11,3,37,0,0,0,0,0,0,0,0,0,0,2,7,1,5,4,466.70,0.6192414828
2021,Binangun,UMBULDAMAR,binangun,binangunUMBULDAMAR,-8.1890,112.3457,146,198,2334,3,61,0,52,36,67,342,8,6,49,0,0,0,0,0,0,0,0,0,1,3,7,1,2,1,217.49,0.671295232
2021,Sutojayan,KALIPANG,sutojayan,sutojayanKALIPANG,-8.1917,112.1795,126,382,2518,3,303,17,126,89,213,1133,20,38,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.00,0
2021,Kademangan,SURUHWADANG,kademangan,kademanganSURUHWADANG,-8.1917,112.1085,370,498,2634,5,159,6,52,80,160,866,26,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,659.81,0.5607674937
2021,Sutojayan,SUKOREJO,sutojayan,sutojayanSUKOREJO,-8.1956,112.2255,78,591,2727,5,182,9,41,55,102,634,18,10,41,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,"35,289.00",0.002210320496
2021,Kademangan,MARON,kademangan,kademanganMARON,-8.1964,112.0497,440,332,2468,17,149,4,39,92,125,767,20,93,238,3,1,0,0,0,0,0,0,0,0,0,0,1,1,6,"1,122.00",0.3921568627
2021,Panggungrejo,MARGOMULYO,panggungrejo,panggungrejoMARGOMULYO,-8.1994,112.2543,370,544,2680,4,235,7,56,93,159,907,17,29,84,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,613.44,0.6031559729
2021,Kademangan,PANGGUNGDUWET,kademangan,kademanganPANGGUNGDUWET,-8.2008,112.0329,272,337,2473,4,103,8,30,55,104,607,14,52,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,737.45,0.3688385653
2021,Binangun,REJOSO,binangun,binangunREJOSO,-8.2032,112.3308,277,426,2562,17,178,5,60,82,131,699,12,2,82,0,0,0,0,0,0,0,0,1,4,8,10,1,4,2,450.00,0.6155555556
2021,Panggungrejo,BUMIAYU,panggungrejo,panggungrejoBUMIAYU,-8.2097,112.2773,208,234,2370,19,86,7,21,34,73,435,9,0,103,2,1,0,0,0,0,0,0,0,0,0,0,1,1,3,974.35,0.2134756504
2021,Binangun,SAMBIGEDE,binangun,binangunSAMBIGEDE,-8.2097,112.3498,384,446,2582,15,206,14,81,105,182,821,28,36,148,0,0,0,0,0,0,0,0,0,8,12,19,1,6,5,710.13,0.5407460606
2021,Sutojayan,KEDUNGBUNDER,sutojayan,sutojayanKEDUNGBUNDER,-8.2116,112.1690,129,632,2768,0,166,7,75,63,144,699,22,15,47,2,0,0,0,0,0,0,0,0,0,0,1,1,3,2,286.21,0.4507180043
2021,Kademangan,KEBONSARI,kademangan,kademanganKEBONSARI,-8.2133,112.0746,274,342,2478,3,103,2,45,73,104,611,22,3,123,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,"1,232.05",0.2223935717
2021,Sutojayan,PANDANARUM,sutojayan,sutojayanPANDANARUM,-8.2136,112.1480,261,145,2281,5,268,12,92,111,215,1129,20,55,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,369.00,0.7073170732
2021,Sutojayan,SUMBERJO,sutojayan,sutojayanSUMBERJO,-8.2156,112.2146,430,6132,8268,0,37,3,9,21,48,222,7,5,11,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,187.82,2.289426046
2021,Sutojayan,SUTOJAYAN,sutojayan,sutojayanSUTOJAYAN,-8.2168,112.1889,4644,468,2604,13,277,11,80,80,195,1012,19,14,78,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,369.00,12.58536585
2021,Binangun,SUKORAME,binangun,binangunSUKORAME,-8.2186,112.3793,122,163,2299,2,91,1,18,24,54,281,7,0,54,0,0,0,0,0,0,0,0,1,4,4,6,1,1,1,360.00,0.3388888889
2021,Binangun,BIROWO,binangun,binangunBIROWO,-8.2194,112.3628,689,158,2294,36,141,10,80,104,168,837,32,15,617,0,0,0,0,0,0,0,0,0,6,8,14,1,5,1,845.00,0.8153846154
2021,Binangun,SALAMREJO,binangun,binangunSALAMREJO,-8.2225,112.3083,128,177,2313,1,62,1,16,30,42,305,9,0,52,0,0,0,0,0,0,0,0,1,5,6,9,1,2,1,437.36,0.2926650814
2021,Panggungrejo,PANGGUNGASRI,panggungrejo,panggungrejoPANGGUNGASRI,-8.2258,112.2893,249,225,2361,52,117,30,23,36,67,471,13,13,126,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,460.00,0.5413043478
2021,Binangun,BINANGUN,binangun,binangunBINANGUN,-8.2326,112.3339,542,495,2631,5,211,16,73,121,220,1028,36,48,289,0,0,0,0,0,0,0,0,5,11,16,20,1,8,16,962.00,0.5634095634
2021,Sutojayan,BACEM,sutojayan,sutojayanBACEM,-8.2352,112.2118,243,551,2687,8,260,12,82,67,158,1018,21,18,43,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,417.50,0.5820359281
2021,Bakung,NGREJO,bakung,bakungNGREJO,-8.2413,112.0352,120,257,2393,0,84,0,17,34,73,373,10,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,789.10,0.1520719807
2021,Bakung,PULEREJO,bakung,bakungPULEREJO,-8.2424,112.0371,262,314,2450,4,136,13,29,53,118,571,17,19,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,980.12,0.2673142064
2021,Binangun,SUMBERKEMBAR,binangun,binangunSUMBERKEMBAR,-8.2451,112.3100,354,391,2527,3,127,2,42,83,143,742,20,4,199,0,0,0,0,0,0,0,0,0,2,6,10,1,5,7,868.16,0.4077589384
2021,Bakung,KEDUNGBANTENG,bakung,bakungKEDUNGBANTENG,-8.2489,112.0870,209,327,2463,2,95,4,30,50,89,533,10,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,998.13,0.2093915622
2021,Wonotirto,WONOTIRTO,wonotirto,wonotirtoWONOTIRTO,-8.2499,112.1591,0,0,2136,10,184,10,67,89,184,937,23,44,221,0,0,0,0,0,0,7,8,8,9,15,20,1,7,3,"1,200.00",0
2021,Bakung,LOREJO,bakung,bakungLOREJO,-8.2501,112.1044,229,351,2487,4,122,0,32,47,84,576,20,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"1,065.63",0.2148963524
2021,Wates,MOJOREJO,wates,watesMOJOREJO,-8.2507,112.3546,343,412,2548,1,112,9,44,49,93,460,22,128,106,0,0,0,0,0,0,3,5,7,8,9,11,1,4,4,776.00,0.4420103093
2021,Panggungrejo,SUMBERAGUNG,panggungrejo,panggungrejoSUMBERAGUNG,-8.2513,112.2891,187,216,2352,2,88,1,30,23,70,401,9,4,89,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,646.50,0.2892498067
2021,Wates,SUMBERARUM,wates,watesSUMBERARUM,-8.2517,112.3368,454,248,2384,20,48,0,15,26,40,251,13,0,134,6,5,3,3,2,2,3,6,8,8,8,11,1,2,1,280.96,1.615888383
2021,Panggungrejo,PANGGUNGREJO,panggungrejo,panggungrejoPANGGUNGREJO,-8.2520,112.2609,694,626,2762,4,276,2,88,115,263,1307,22,45,363,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"18,075.00",0.038395574
2021,Panggungrejo,KALITENGAH,panggungrejo,panggungrejoKALITENGAH,-8.2539,112.2259,658,444,2580,12,231,8,68,115,175,1095,21,73,420,3,0,0,0,0,0,0,0,0,0,0,0,1,3,1,"1,945.00",0.3383033419
2021,Kanigoro,TLOGO,kanigoro,kanigoroTLOGO,-8.2651,112.1997,551,707,2843,7,368,28,183,186,250,1247,47,36,48,66,63,66,70,64,52,50,48,45,48,48,47,1,7,3,330.02,1.669595782
2021,Bakung,SUMBERDADI,bakung,bakungSUMBERDADI,-8.2655,112.0565,83,141,2277,0,44,0,11,28,43,221,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,381.96,0.2173002409
2021,Wonotirto,PASIRAMAN,wonotirto,wonotirtoPASIRAMAN,-8.2660,112.1169,368,570,2706,5,165,2,32,77,105,611,13,10,50,11,11,10,8,5,4,6,6,6,11,12,15,1,4,3,852.46,0.4316918096
2021,Wates,WATES,wates,watesWATES,-8.2668,112.3723,3957,798,2934,4,220,11,82,122,167,840,28,66,122,1,1,1,0,0,0,5,7,11,13,16,19,1,6,11,721.34,5.485623978
2021,Bakung,BAKUNG,bakung,bakungBAKUNG,-8.2670,112.0687,77,181,2317,1,49,1,17,31,61,257,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42.47,1.813044502
2021,Wonotirto,SUMBERBOTO,wonotirto,wonotirtoSUMBERBOTO,-8.2705,112.1429,421,493,2629,1,128,6,45,54,87,596,17,98,175,0,0,0,0,1,1,5,7,11,11,15,14,1,6,2,933.00,0.4512325831
2021,Wonotirto,NGENI,wonotirto,wonotirtoNGENI,-8.2732,112.2020,228,233,2369,48,287,21,106,158,278,1615,55,187,561,0,0,0,1,1,1,5,13,17,21,24,31,1,14,3,40.39,5.644961624
2021,Wates,PURWOREJO,wates,watesPURWOREJO,-8.2737,112.3026,453,249,2385,9,113,3,56,66,104,622,17,176,138,0,0,0,0,0,0,2,5,5,6,8,9,1,5,0,743.20,0.6095263724
2021,Bakung,TUMPAKOYOT,bakung,bakungTUMPAKOYOT,-8.2800,112.0534,147,160,2296,12,54,2,23,27,60,305,11,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"1,401.72",0.1048711583
2021,Wates,TULUNGREJO,wates,watesTULUNGREJO,-8.2886,112.3080,398,4160,6296,14,129,4,47,36,102,480,10,8,105,0,0,0,0,0,0,0,0,2,4,5,5,1,4,2,902.08,0.4412025541
2021,Wonotirto,KALIGRENJENG,wonotirto,wonotirtoKALIGRENJENG,-8.2892,112.1259,495,651,2787,2,139,4,21,57,102,511,14,1,99,0,0,0,0,0,0,1,1,1,4,6,6,1,3,2,806.32,0.6139001885
2021,Bakung,PLANDIREJO,bakung,bakungPLANDIREJO,-8.2898,112.0344,303,265,2401,9,123,5,17,56,101,560,22,8,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,714.52,0.424060908
2021,Wonotirto,GUNUNGGEDE,wonotirto,wonotirtoGUNUNGGEDE,-8.2916,112.1690,227,183,2319,4,161,16,40,48,100,562,12,5,190,0,0,0,0,0,0,4,9,10,11,12,15,1,6,2,893.34,0.2541025813
2021,Bakung,TUMPAKKEPUH,bakung,bakungTUMPAKKEPUH,-8.2922,112.1038,318,305,2441,3,185,4,38,59,107,618,21,22,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"1,256.00",0.2531847134
2021,Panggungrejo,BALEREJO,panggungrejo,panggungrejoBALEREJO,-8.2925,112.2928,235,253,2389,12,145,18,36,46,88,483,12,17,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.47,24.81520591
2021,Wates,SUKOREJO,wates,watesSUKOREJO,-8.2929,112.3526,164,323,2459,7,96,0,42,46,110,475,13,17,117,2,1,2,2,3,3,3,4,9,9,9,10,1,4,1,634.04,0.2586587597
2021,Bakung,SIDOMULYO,bakung,bakungSIDOMULYO,-8.2950,112.0889,319,252,2388,4,122,5,17,58,98,567,16,1,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,703.17,0.4536598547
2021,Bakung,BULULAWANG,bakung,bakungBULULAWANG,-8.2981,112.0685,69,122,2258,1,35,3,10,21,36,188,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,115.04,0.5997913769
2021,Wates,RINGINREJO,wates,watesRINGINREJO,-8.3045,112.3165,233,88,2224,7,222,7,110,90,171,857,27,38,195,0,0,0,0,0,0,4,7,11,14,16,18,1,5,2,673.00,0.3462109955
2021,Panggungrejo,SERANG,panggungrejo,panggungrejoSERANG,-8.3065,112.2324,507,279,2415,5,190,5,51,81,122,783,21,338,84,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,744.50,0.6809939557
2021,Panggungrejo,KALIGAMBIR,panggungrejo,panggungrejoKALIGAMBIR,-8.3073,112.2682,719,246,2382,1,205,3,68,71,114,959,18,209,495,4,0,0,0,0,0,0,0,0,0,0,0,1,2,1,"1,381.00",0.5206372194
2021,Wonotirto,TAMBAKREJO,wonotirto,wonotirtoTAMBAKREJO,-8.3118,112.1477,459,0,2136,18,277,4,58,86,169,985,18,9,93,0,0,0,0,0,0,2,10,11,15,21,23,1,5,4,"3,228.00",0.1421933086
2021,Wates,TUGUREJO,wates,watesTUGUREJO,-8.3141,112.3578,237,451,2587,6,188,9,71,92,137,764,20,222,148,13,11,16,18,20,20,21,25,23,20,19,20,1,6,1,"1,788.39",0.1325214299
2021,Wonotirto,NGADIPURO,wonotirto,wonotirtoNGADIPURO,-8.3163,112.1922,978,391,2527,5,115,4,47,54,107,674,18,6,409,0,0,0,0,2,2,3,6,8,9,12,12,1,4,3,"1,859.66",0.5259025843
2021,Panggungrejo,SUMBERSIH,panggungrejo,panggungrejoSUMBERSIH,-8.3190,112.2525,202,251,2387,28,80,3,28,37,69,449,11,15,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"5,555.00",0.03636363636